Date,Open,High,Low,Close,Adj Close,Volume
2011-03-14,208.500000,214.000000,208.050003,212.774994,194.701416,1236950
2011-03-15,208.274994,217.425003,206.274994,213.824997,195.662247,2122438
2011-03-16,213.024994,220.949997,213.024994,220.050003,201.358475,1174126
2011-03-17,217.050003,221.949997,216.000000,217.649994,199.162338,1486540
2011-03-18,219.449997,219.750000,215.250000,217.350006,198.887833,1236842
2011-03-21,217.625000,223.774994,217.425003,222.250000,203.371613,1564078
2011-03-22,221.750000,228.449997,219.600006,225.300003,206.162537,1726956
2011-03-23,226.500000,228.750000,225.000000,228.125000,208.747559,1229508
2011-03-24,227.750000,230.500000,226.524994,227.550003,208.221405,914994
2011-03-25,234.850006,234.850006,227.125000,229.000000,209.548294,1962978
2011-03-28,227.574997,230.050003,219.149994,221.375000,202.570999,3893230
2011-03-29,219.074997,223.274994,219.074997,221.350006,202.548050,2106386
2011-03-30,224.000000,224.750000,220.574997,222.425003,203.531754,1712244
2011-03-31,223.000000,223.500000,218.125000,221.250000,202.456558,5392782
2011-04-01,221.149994,223.475006,220.600006,222.649994,203.737656,1948106
2011-04-04,223.000000,226.949997,222.524994,225.000000,205.888031,2290908
2011-04-05,226.000000,227.949997,222.225006,224.675003,205.590637,1084382
2011-04-06,224.250000,224.574997,220.250000,221.949997,203.097107,1040220
2011-04-07,222.300003,222.300003,219.100006,220.625000,201.884644,1006682
2011-04-08,220.000000,223.350006,220.000000,220.824997,202.067657,1018404
2011-04-11,226.250000,227.449997,222.550003,225.199997,206.071060,3026028
2011-04-13,226.449997,226.449997,221.625000,223.524994,204.538345,2145686
2011-04-15,222.250000,224.875000,219.250000,219.875000,201.198364,817848
2011-04-18,220.000000,223.250000,215.074997,217.324997,198.864960,1438698
2011-04-19,216.274994,221.500000,213.699997,220.824997,202.067657,535086
2011-04-20,222.574997,223.500000,219.500000,222.949997,204.012146,1029022
2011-04-21,222.625000,224.500000,221.750000,223.149994,204.195175,1045656
2011-04-25,223.975006,225.000000,221.500000,223.000000,204.057938,788672
2011-04-26,223.500000,224.350006,218.975006,223.550003,204.561203,930144
2011-04-27,223.975006,224.125000,220.000000,221.274994,202.479401,658350
2011-04-28,221.300003,226.074997,220.375000,225.175003,206.048157,1716878
2011-04-29,224.774994,234.750000,224.774994,232.875000,213.094086,2818460
2011-05-02,233.699997,238.949997,231.649994,232.649994,212.888199,2318170
2011-05-03,231.250000,234.475006,222.050003,224.125000,205.087357,1560586
2011-05-04,224.500000,225.199997,217.500000,221.699997,202.868317,1977064
2011-05-05,219.774994,222.125000,216.250000,219.000000,200.397690,1309708
2011-05-06,220.000000,221.000000,217.100006,220.524994,201.793167,3705660
2011-05-09,220.699997,221.875000,217.500000,220.100006,201.404236,1097432
2011-05-10,220.449997,220.449997,212.824997,215.350006,197.057709,1114758
2011-05-11,212.500000,217.000000,211.875000,215.100006,196.828949,4028606
2011-05-12,211.000000,217.175003,211.000000,215.425003,197.126328,1278038
2011-05-13,213.625000,218.975006,212.100006,213.649994,195.502121,2798170
2011-05-16,214.250000,221.625000,214.225006,220.225006,201.518616,2489462
2011-05-17,218.800003,224.899994,218.800003,220.800003,202.044785,2759290
2011-05-18,220.149994,222.350006,214.000000,216.250000,197.881302,2487872
2011-05-19,218.425003,218.425003,212.225006,213.625000,195.479233,867418
2011-05-20,215.050003,220.449997,213.625000,219.625000,200.969589,887666
2011-05-23,217.625000,218.850006,211.324997,212.425003,194.381165,1059866
2011-05-24,212.149994,216.725006,212.000000,215.399994,197.103470,689100
2011-05-25,215.975006,221.225006,215.500000,219.074997,200.466278,1405232
2011-05-26,218.750000,223.125000,217.625000,220.350006,201.632980,3452042
2011-05-27,220.000000,224.800003,219.000000,222.475006,203.577515,3573514
2011-05-30,224.449997,233.524994,224.000000,232.199997,212.476440,5225874
2011-05-31,232.500000,240.500000,232.500000,238.725006,218.447220,2398534
2011-06-01,236.850006,240.500000,233.375000,234.975006,215.015732,1063870
2011-06-02,233.899994,240.449997,232.574997,239.250000,218.927612,1540168
2011-06-03,237.550003,242.550003,232.350006,233.824997,213.963409,982188
2011-06-06,234.850006,239.949997,234.250000,239.000000,218.698822,1219572
2011-06-07,236.800003,246.000000,236.800003,245.050003,224.234955,2259682
2011-06-08,245.500000,246.250000,238.600006,239.300003,218.973373,1696686
2011-06-09,239.500000,239.899994,235.125000,237.500000,217.326248,780026
2011-06-10,238.125000,241.250000,234.050003,236.000000,215.953659,1139574
2011-06-13,233.750000,241.000000,233.149994,240.149994,219.751190,583072
2011-06-14,239.024994,244.949997,239.024994,243.899994,223.182617,1307524
2011-06-15,244.250000,247.449997,243.350006,245.300003,224.463684,1635404
2011-06-16,241.024994,249.600006,241.024994,247.100006,226.110809,1878452
2011-06-17,243.000000,248.225006,236.425003,238.875000,218.584457,1408592
2011-06-20,242.050003,246.350006,235.925003,238.375000,218.126923,2414532
2011-06-21,238.725006,245.000000,238.625000,244.100006,223.365631,1579690
2011-06-22,245.800003,251.750000,244.500000,247.449997,226.431061,3744308
2011-06-23,245.050003,247.000000,242.125000,244.449997,223.685883,1132130
2011-06-24,244.500000,245.500000,240.000000,245.000000,224.189194,2790330
2011-06-27,241.625000,249.975006,241.625000,245.800003,224.921249,1291688
2011-06-28,248.000000,248.250000,243.225006,246.000000,225.104218,1111256
2011-06-29,246.250000,251.000000,245.850006,248.725006,227.597794,1797496
2011-06-30,249.000000,253.125000,244.800003,248.949997,227.803650,3384588
2011-07-01,250.000000,252.000000,246.350006,249.000000,227.849396,1755688
2011-07-04,251.975006,251.975006,248.649994,249.925003,228.695862,1284008
2011-07-05,250.000000,250.350006,246.524994,249.149994,227.986664,1586442
2011-07-06,249.250000,251.300003,247.250000,248.574997,227.460510,1489614
2011-07-07,248.899994,253.975006,248.625000,252.425003,230.983521,1837006
2011-07-08,253.500000,256.250000,250.449997,251.399994,230.045547,643216
2011-07-11,249.675003,254.750000,249.649994,252.449997,231.006393,668456
2011-07-12,251.050003,255.375000,247.524994,250.050003,228.810226,689136
2011-07-13,250.750000,254.250000,250.300003,252.500000,231.052124,607084
2011-07-14,252.500000,259.450012,250.000000,255.500000,233.797287,1443292
2011-07-15,256.250000,257.475006,251.774994,253.399994,231.875671,1104574
2011-07-18,251.649994,254.975006,250.024994,250.350006,229.084763,884492
2011-07-19,252.000000,255.000000,250.574997,254.850006,233.202499,1071658
2011-07-20,255.574997,256.750000,250.725006,251.100006,229.771027,497366
2011-07-21,248.500000,253.500000,248.500000,252.324997,230.891998,583054
2011-07-22,254.500000,258.000000,253.199997,256.125000,234.369232,932300
2011-07-25,254.125000,264.424988,254.000000,262.825012,240.500122,1831486
2011-07-26,264.950012,270.000000,255.149994,257.825012,235.924805,1602330
2011-07-27,257.500000,263.950012,256.500000,258.399994,236.450958,1583740
2011-07-28,256.000000,262.375000,254.000000,259.725006,237.663391,4204540
2011-07-29,261.000000,262.200012,256.575012,259.100006,237.091507,1444394
2011-08-01,259.250000,263.600006,259.125000,261.600006,239.379150,1259370
2011-08-02,260.000000,265.750000,259.500000,261.850006,239.607925,3078086
2011-08-03,260.250000,262.375000,257.049988,257.924988,236.016312,1056900
2011-08-04,257.274994,259.000000,249.000000,250.524994,229.244888,1112582
2011-08-05,242.550003,252.000000,242.550003,249.500000,228.306946,4750262
2011-08-08,245.000000,251.899994,241.800003,248.625000,227.506241,3032208
2011-08-09,239.250000,245.000000,238.050003,240.850006,220.391708,3857724
2011-08-10,246.000000,246.000000,238.024994,241.000000,220.528976,2548542
2011-08-11,238.000000,245.250000,238.000000,240.899994,220.437439,1869728
2011-08-12,241.024994,242.449997,237.000000,238.024994,217.806641,1575372
2011-08-16,238.750000,242.100006,236.324997,236.925003,216.800095,443322
2011-08-17,235.500000,245.500000,235.500000,241.975006,221.421143,1809090
2011-08-18,242.250000,244.199997,237.550003,239.425003,219.087784,643614
2011-08-19,237.000000,243.000000,231.649994,233.449997,213.620270,1494552
2011-08-22,232.500000,236.949997,225.675003,233.774994,213.917664,2256598
2011-08-23,235.225006,237.149994,232.800003,235.750000,215.724884,1040600
2011-08-24,235.125000,237.125000,231.300003,232.725006,212.956863,1022666
